,tconst,titleFR,EncRunT,EncYear,EncNumR,averageRating,Crew1,Crew2
5759,tt0041969,Quand viendra l'aurore,1,0,0,6.1,-0.02274130915099785,0.016084660486911748
5760,tt0041974,Totò cherche un appartement,1,0,0,6.5,0.0,0.0
5761,tt0041977,Tous les chemins mènent à Rome,1,0,0,6.5,-9.235472618702649e-19,5.800271998258035e-19
5762,tt0041979,Trahison,1,0,0,6.5,0.0,0.0
5763,tt0041983,Le traquenard,1,0,0,6.3,-3.7129329571326505e-06,3.798907512708207e-05
5764,tt0041994,Tulsa,1,0,0,6.2,0.0,0.0
5765,tt0041996,Un homme de fer,1,0,1,7.7,-0.05252016557414046,0.033290068271157075
5766,tt0041998,La fontaine d'Aréthuse,1,0,0,6.6,0.0,0.0
5767,tt0041999,La vérité n'a pas de frontière,1,0,0,7.3,0.0,0.0
5768,tt0042001,Un certain monsieur,1,0,0,4.3,0.0,0.0
5769,tt0042003,Un homme marche dans la ville,1,0,0,7.1,0.0,0.0
5770,tt0042004,Les amants du Capricorne,1,0,1,6.2,2.636526478483699e-20,-2.0022685022930215e-19
5771,tt0042005,La belle de Paris,1,0,0,6.6,0.0,0.0
5772,tt0042006,Le maître du gang,1,0,0,6.6,0.0,0.0
5773,tt0042007,Une balle dans le dos,0,0,0,6.7,0.0,0.0
5774,tt0042008,Notre pain quotidien,1,0,0,7.0,0.0,0.0
5775,tt0042013,La valse de Paris,1,0,0,6.5,0.0,0.0
5776,tt0042021,Le chevalier de la révolte,1,0,0,6.8,0.0,0.0
5777,tt0042030,Vulcano,1,0,0,6.7,-8.64520487789496e-18,6.032338948950676e-18
5778,tt0042031,Flamme de mon amour,1,0,0,7.3,0.0,0.0
5779,tt0042033,Les aventuriers du désert,1,0,0,6.5,-0.007714117056409722,0.1008468393388906
5780,tt0042035,Les insurgés,1,0,0,6.6,0.0,0.0
5781,tt0042039,Le mystérieux docteur Korvo,1,0,1,6.8,5.666343490226056e-19,-3.5721437518829786e-19
5782,tt0042040,Whisky à gogo,1,0,1,7.2,0.0,0.0
5783,tt0042041,L'enfer est à lui,1,0,2,8.1,0.0,0.0
5784,tt0042046,Une incroyable histoire,0,0,1,7.4,0.0,0.0
5785,tt0042049,Crépuscule,0,0,0,6.1,0.0,0.0
5786,tt0042051,Les ennemis amoureux,1,0,0,6.0,0.0,0.0
5787,tt0042052,L'araignée,1,0,0,6.9,-4.387130790410207e-20,4.062520690913009e-20
5788,tt0042053,Secret de femme,1,0,0,6.1,-1.8540153067345377e-19,3.0505203899711024e-19
5789,tt0042054,Corbeaux et moineaux,1,0,0,7.2,0.0,0.0
5790,tt0042057,Nous... les hommes,1,0,0,7.3,0.0,0.0
5791,tt0042063,D'autres nous suivront,1,0,0,5.3,0.0,0.0
5792,tt0042189,Alice au pays des merveilles,0,0,0,6.5,0.0,0.0
5793,tt0042190,La fille de la nuit,1,0,0,6.3,-6.638758450646204e-18,4.25171177451111e-18
5794,tt0042192,Ève...,2,0,2,8.2,-1.3372474929799469e-18,6.721813550299838e-19
5795,tt0042193,L'amant de paille,1,0,0,6.4,0.0,0.0
5796,tt0042194,Le château de verre,1,0,0,6.0,0.0,0.0
5797,tt0042195,Guérillas,1,0,0,6.1,0.0032065310521238316,0.04106492129462477
5798,tt0042200,"Annie, la reine du cirque",1,0,1,6.9,0.0,0.0
5799,tt0042201,Mystère à Barcelone,1,0,0,6.8,0.0,0.0
5800,tt0042208,Quand la ville dort,1,0,1,7.9,-0.0032112569132999695,0.0008639410508178417
5801,tt0042209,La terreur de l'armée,1,0,0,5.7,-0.01270722331835603,0.0033575487382360644
5802,tt0042210,Atoll K,1,0,0,5.7,-0.0019780532541647648,0.004327147211620982
5803,tt0042217,Papa Amin,1,0,0,6.6,0.0,0.0
5804,tt0042219,Du sang sur le tapis vert,1,0,0,6.6,0.0,0.0
5805,tt0042222,Le noceur,1,0,0,6.5,0.0,0.0
5806,tt0042223,Ballerina,0,0,0,5.4,0.0,0.0
5807,tt0042226,La bataille de roses,1,0,0,6.6,0.0,0.0
5808,tt0042227,Barbe-Bleue,1,0,0,5.8,0.0,0.0
5809,tt0042229,Le Baron de l'Arizona,1,0,0,7.0,-0.006195636493391696,-0.009063796264856688
5810,tt0042235,La beauté du diable,1,0,0,7.4,-0.032658356547868535,0.008882924666670667
5811,tt0042241,Bertrand coeur de lion,1,0,0,4.1,0.0,0.0
5812,tt0042242,Entre minuit et l'aube,1,0,0,6.6,0.0,0.0
5813,tt0042246,Bibi Fricotin,1,0,0,4.8,0.0,0.0
5814,tt0042247,Le chevalier de Bacchus,1,0,0,5.9,0.0009254099246157793,-0.0047801617422191306
5815,tt0042249,La ville écartelée,1,0,0,6.4,0.0,0.0
5816,tt0042250,Témoin de la dernière heure,1,0,0,6.8,0.0,0.0
5817,tt0042254,Brigade volante,1,0,0,6.8,-2.621402611049172e-08,3.1551151767155947e-06
5818,tt0042255,Dernier témoin,1,0,0,5.9,-0.00011101920910352504,-0.0007715959359675616
5819,tt0042256,La rose noire,1,0,0,6.3,0.0032065310521238316,0.04106492129462477
5820,tt0042265,Police sans armes,1,0,0,6.9,0.0,0.0
5821,tt0042268,Bomba dans la cité mystérieuse,0,0,0,5.5,0.0,0.0
5822,tt0042274,Poison blanc,1,0,0,6.1,0.021327236563781403,-0.1757564308993134
5823,tt0042275,Born to be Bad,1,0,0,6.7,0.0,0.0
5824,tt0042276,Comment l'esprit vient aux femmes,1,0,1,7.6,0.0,0.0
5825,tt0042279,Marqué au fer,1,0,0,6.7,0.03667066661834771,0.04485447963861198
5826,tt0042281,Trafic en haute mer,1,0,1,7.5,0.0,0.0
5827,tt0042282,Le grand assaut,1,0,0,6.7,0.0,0.0
5828,tt0042283,Les tueurs de Madrid,1,0,0,6.2,0.0,0.0
5829,tt0042284,Mara fille sauvage,1,0,0,7.2,0.0,0.0
5830,tt0042285,Le roi du tabac,1,0,0,6.7,0.05904318605938716,-0.10949985889752198
5831,tt0042286,La flèche brisée,1,0,1,7.2,0.0,0.0
5832,tt0042287,La fille des boucaniers,0,0,0,6.1,0.0,0.0
5833,tt0042294,CafÃ© Paradis,1,0,0,7.2,0.0,0.0
5834,tt0042295,La Cage d'or,1,0,0,6.3,-2.65102009772979e-20,5.6036934386503785e-21
5835,tt0042296,Femmes en cage,1,0,1,7.7,-2.11608421051722e-23,-7.105676226392331e-24
5836,tt0042298,La route du Caire,1,0,0,5.7,0.0,0.0
5837,tt0042299,La ruée vers la Californie,1,0,0,6.4,0.0,0.0
5838,tt0042301,Le chemin de l'espérance,1,0,0,7.4,0.0,0.0
5839,tt0042303,Tocsin,1,0,0,6.7,-6.638758450646204e-18,4.25171177451111e-18
5840,tt0042307,Le capitaine noir,1,0,0,5.7,0.0,0.0
5841,tt0042310,Le dénonciateur,1,0,0,6.2,0.03667066661834771,0.04485447963861198
5842,tt0042311,Captive parmi les fauves,0,0,0,6.1,0.0,0.0
5843,tt0042313,La capture,1,0,0,5.9,0.0,0.0
5844,tt0042314,S.O.S. - Cargo en flammes,1,0,0,6.1,-0.00011702306673187647,-4.557950450572458e-05
5845,tt0042315,La piste des caribous,1,0,0,6.0,-0.007714117056409722,0.1008468393388906
5846,tt0042316,Caroline chérie,2,0,0,6.0,4.082845442919923e-20,4.778630110227613e-21
5847,tt0042317,Le carrefour des enfants perdus,1,0,0,6.0,0.0,0.0
5848,tt0042318,Casimir,1,0,0,5.4,-0.060378710177810685,-0.038330848523210566
5849,tt0042324,Pilote du diable,1,0,0,6.0,0.0,0.0
5850,tt0042327,13 à la douzaine,1,0,1,7.0,0.0,0.0
5851,tt0042329,Les Deracines,1,0,0,8.0,0.0,0.0
5852,tt0042332,Cendrillon,0,0,2,7.3,0.0,0.0
5853,tt0042333,La fille aux papillons,1,0,0,6.9,-2.65102009772979e-20,5.6036934386503785e-21
5854,tt0042335,Défi à la mort,2,0,0,6.8,0.0,0.0
5855,tt0042338,Colt .45,0,0,0,6.0,-0.007714117056409722,0.1008468393388906
5856,tt0042339,Sur le territoire des comanches,0,0,0,5.7,-1.8540153067345377e-19,3.0505203899711024e-19
5857,tt0042340,La voleuse d'amour,1,0,0,6.4,3.196320221627752e-23,-2.2144109496837717e-23
5858,tt0042341,Le Rebelle de Naples,1,0,0,5.4,0.0,0.0
5859,tt0042342,Contre la loi,1,0,0,6.3,0.0,0.0
5860,tt0042343,La loi des bagnards,1,0,0,6.8,0.0,0.0
5861,tt0042344,Terre damnée,1,0,0,6.3,0.019059439384277656,0.07135109913985441
5862,tt0042346,La couronne noire,1,0,0,6.9,1.100972728654659e-19,-1.1558528306596534e-19
5863,tt0042352,Cas de conscience,1,0,0,6.7,0.0007907212802316274,-0.017196315351722485
5864,tt0042354,Le Christ interdit,1,0,0,7.2,0.0,0.0
5865,tt0042355,Chronique d'un amour,1,0,1,7.1,0.0,0.0
5866,tt0042362,Les mousquetaires de la mer,1,0,0,5.7,0.0,0.0
5867,tt0042367,Cyrano de Bergerac,1,0,1,7.5,0.0,0.0
5868,tt0042368,Le défilé du diable,1,0,0,6.3,0.0,0.0
5869,tt0042369,Mort à l'arrivée,1,0,1,7.3,1.203205439173025e-05,-1.5128648912201776e-05
5870,tt0042372,"Dallas, ville frontière",1,0,0,6.3,0.05904318605938716,-0.10949985889752198
5871,tt0042376,L'esclave du gang,1,0,1,7.2,0.0,0.0
5872,tt0042377,Le démon de la danse,1,0,0,6.3,0.0,0.0
5873,tt0042379,La main qui venge,1,0,0,6.7,0.0,0.0
5874,tt0042386,La gitane de Grenade,1,0,0,7.4,0.0,0.0
5875,tt0042389,L'aigle du désert,0,0,0,5.6,0.0,0.0
5876,tt0042393,Destination... Lune!,1,0,1,6.3,0.0,0.0
5877,tt0042394,Destination Murder,0,0,0,6.1,0.0,0.0
5878,tt0042395,La porte du diable,1,0,0,7.2,0.04544955423896113,-0.052503519076143534
5879,tt0042397,Les âmes nues,0,0,0,6.7,0.0,0.0
5880,tt0042401,Dieu a besoin des hommes,1,0,0,7.3,0.0,0.0
5881,tt0042405,La maison solitaire,1,0,0,5.7,0.0,0.0
5882,tt0042406,Le plus bel amour de Don Juan,1,0,0,7.0,0.0,0.0
5883,tt0042409,Petite maman,1,0,0,7.0,0.0,0.0
5884,tt0042416,Une fille du tonnerre,1,0,0,7.1,0.0,0.0
5885,tt0042417,Jamais deux sans toi,1,0,0,6.5,0.0,0.0
5886,tt0042426,L'aigle et le vautour,1,0,0,6.0,0.0,0.0
5887,tt0042428,La marche à l'enfer,1,0,0,6.4,0.0,0.0
5888,tt0042429,Édouard et Caroline,1,0,0,7.1,3.063006150844658e-05,6.580034775694477e-05
5889,tt0042432,Le chevalier de Londres,1,0,0,6.1,-0.0019396525926108606,0.009742981508891727
5890,tt0042433,Coup de foudre,1,0,0,5.9,0.0,0.0
5891,tt0042434,Mains criminelles,1,0,0,7.5,0.0,0.0
5892,tt0042436,Les enfants terribles,1,0,1,7.1,0.0,0.0
5893,tt0042437,Épilogue - Le mystère de l'Orplid,1,0,0,7.0,0.0,0.0
5894,tt0042439,C'est arrivé un jour,1,0,0,8.6,0.0,0.0
5895,tt0042447,Propre à rien!,1,0,0,6.6,0.0037628765353694723,0.02362404514837742
5896,tt0042451,Le père de la mariée,1,0,1,7.2,0.0,0.0
5897,tt0042463,Le Roi de la piste,1,0,0,5.7,-0.001795265997098539,-0.0020796783805934267
5898,tt0042464,La flèche et le flambeau,1,0,1,7.0,0.07217926184116537,0.065649973645562
5899,tt0042466,La fille aux jacinthes,1,0,0,7.6,0.0,0.0
5900,tt0042468,L'engin fantastique,1,0,0,5.8,0.0,0.0
5901,tt0042470,Folie douce,1,0,0,5.8,0.0,0.0
5902,tt0042472,On va se faire sonner les cloches,1,0,0,6.3,0.0,0.0
5903,tt0042474,Nouvelles aventures du capitaine Blood,1,0,0,5.8,0.0,0.0
5904,tt0042477,Les onze fioretti de François d'Assise,1,0,1,7.4,0.0,0.0
5905,tt0042480,Docteur Praetorius,1,0,0,7.2,0.0,0.0
5906,tt0042482,Une femme sans loi,1,0,0,6.3,0.006475286009673781,-0.01740441249884958
5907,tt0042488,En plein cirage,1,0,0,6.7,0.0,0.0
5908,tt0042490,Les furies,1,0,1,7.3,-2.0352237457343728e-17,1.2319307664670413e-17
5909,tt0042493,Sous la rafale,1,0,0,6.3,0.0,0.0
5910,tt0042496,Jeux clandestins,1,0,0,6.1,0.0,0.0
5911,tt0042504,Bonne Nuit Mary!,1,0,0,6.1,0.004178801774467425,-0.0034560038286957995
5912,tt0042505,Sanshirô de Ginza,1,0,0,7.0,0.0,0.0
5913,tt0042509,La ménagerie de verre,1,0,0,7.1,0.0,0.0
5914,tt0042510,Molly la meilleure des amies,1,0,0,7.3,0.0,0.0
5915,tt0042513,La Renarde,1,0,0,6.9,-1.7457811824790377e-18,1.1438627154994811e-18
5916,tt0042514,Le marchand de bonne humeur,1,0,0,6.5,0.0,0.0
5917,tt0042515,Les ailes brûlées,1,0,0,6.7,0.0,0.0
5918,tt0042521,Gentleman cambrioleur,1,0,0,6.6,0.0,0.0
5919,tt0042522,Secret d'état,1,0,0,7.0,0.0,0.0
5920,tt0042524,La merveilleuse aventure,1,0,0,6.5,0.0,0.0
5921,tt0042526,J'épouse mon mari,1,0,0,6.0,0.0009254099246157793,-0.0047801617422191306
5922,tt0042529,Le criminel mystérieux,1,0,0,6.1,0.0,0.0
5923,tt0042530,Le démon des armes,1,0,1,7.6,0.0,0.0
5924,tt0042531,L'homme aux abois,1,0,1,7.7,-0.05252016557414046,0.033290068271157075
5925,tt0042532,La vengeance de Frank James,0,0,0,5.2,0.0,0.0
5926,tt0042534,Traqué,1,0,0,6.6,0.0,0.0
5927,tt0042539,Okinawa : Le Verdun du Pacifique,1,0,0,6.6,0.0001435219325942991,-0.015412983406602887
5928,tt0042540,Hans le marin,1,0,0,6.3,0.0,0.0
5929,tt0042541,Cette sacrée jeunesse,1,0,0,7.3,0.0,0.0
5930,tt0042542,Années de jeunesse,1,0,0,6.8,-1.380784577979682e-08,2.921334248908648e-07
5931,tt0042544,La perfide,1,0,0,7.3,0.0,0.0
5932,tt0042546,Harvey,1,0,2,7.9,0.0,0.0
5933,tt0042552,La vallée du solitaire,1,0,0,5.4,0.0,0.0
5934,tt0042574,L'occasion fait le larron,1,0,0,7.3,-2.707892799041385e-06,1.1123585922605042e-05
5935,tt0042579,Au fil de l'eau,1,0,1,7.1,0.0,0.0
5936,tt0042587,J'ai tué Billy le Kid,0,0,0,5.4,0.0,0.0
5937,tt0042589,Parade du rythme,1,0,0,6.0,0.0,0.0
5938,tt0042591,La rue en colère,1,0,0,6.9,0.0,0.0
5939,tt0042593,Le violent,1,0,2,8.0,0.0,0.0
5940,tt0042594,Mon frère a peur des femmes,1,0,0,6.0,0.0,0.0
5941,tt0042597,Plus fort que la haine,1,0,0,4.8,1.0672285715534233e-06,1.6165633083672513e-06
5942,tt0042601,Le retour de Pancho Villa,1,0,0,5.1,0.0,0.0
5943,tt0042604,Rapport sur la conduite du professeur Ishinaka,1,0,0,6.7,0.0,0.0
5944,tt0042610,Gare au percepteur,1,0,0,6.9,0.0,0.0
5945,tt0042619,Journal d'un curé de campagne,1,0,1,7.9,0.0,0.0
5946,tt0042621,Juliette ou la Clef des songes,1,0,0,7.0,0.0,0.0
5947,tt0042625,Justice est faite,1,0,0,7.0,5.101277628519126e-06,3.712814792081562e-06
5948,tt0042629,Kansas en feu,1,0,0,6.2,0.08152460246616153,0.007268223408705543
5949,tt0042634,La clé sous la porte,1,0,0,6.4,0.03470981110849325,-0.0010103494279031786
5950,tt0042638,Le Kid du Texas,1,0,0,6.5,0.005206420974658892,0.07515019644708454
5951,tt0042639,Kike wadatsumi no koe: Nippon senbotsu gakusei shuki,1,0,0,6.6,0.0,0.0
5952,tt0042643,La cité de l'épouvante,1,0,0,6.4,3.391152858799796e-23,-1.9552360495765914e-23
5953,tt0042644,Kim,1,0,0,6.6,0.0,0.0
5954,tt0042646,Les mines du roi Salomon,1,0,1,6.8,8.624897446298163e-19,-5.748896639558368e-19
5955,tt0042648,Le fauve en liberté,1,0,0,7.1,-0.001903414350411142,0.03222384232281121
5956,tt0042649,Knock,1,0,0,7.3,4.990703906722875e-06,4.089981722774461e-05
5957,tt0042650,L'expédition du Kon-Tiki,0,0,0,8.0,0.0,0.0
5958,tt0042658,Enfants de roi,1,0,0,7.0,0.0,0.0
5959,tt0042660,Un drôle de mariage,1,0,0,7.5,0.0,0.0
5960,tt0042662,Le voleur de Venise,1,0,0,5.4,0.0,0.0
5961,tt0042664,La dame sans passeport,0,0,0,6.2,0.0,0.0
5962,tt0042665,Vacances sur ordonnance,1,0,0,7.4,0.0,0.0
5963,tt0042666,"Jean Laffite, dernier des corsaires",1,0,0,5.3,0.0,0.0
5964,tt0042669,Haines,1,0,0,6.7,0.0,0.0
5965,tt0042674,Maman est à la page,1,0,0,6.2,0.0,0.0
5966,tt0042677,Ma vie à moi,1,0,0,6.3,-3.701020705611257e-18,2.647195677241495e-18
5967,tt0042679,Lily Marlène,0,0,0,4.8,0.0,0.0
5968,tt0042686,Bomba dans le volcan en feu,0,0,0,5.9,0.0,0.0
5969,tt0042687,Louise,1,0,0,6.7,0.0,0.0
5970,tt0042688,Ma brute chérie,1,0,0,6.2,0.0,0.0
5971,tt0042692,Les feux du music-hall,1,0,1,7.1,0.0,0.0
5972,tt0042697,Placide et Zoé à New York,1,0,0,6.9,0.0,0.0
5973,tt0042700,Madeleine,1,0,0,6.9,0.0,0.0
5974,tt0042704,La maison dans la dune,1,0,0,5.8,0.0,0.0
5975,tt0042707,Captif de l'amour,1,0,0,6.8,1.2647208080585965e-07,-6.579256044150484e-09
5976,tt0042713,Jim la Jungle dans l'antre des gorilles,0,0,0,5.8,0.0,0.0
5977,tt0042726,Souvenirs d'un Mexicain,1,0,0,8.2,0.0,0.0
5978,tt0042727,C'étaient des hommes!,1,0,1,7.1,-0.002647209261160812,0.0020884425413649826
5979,tt0042729,Meurtres ?,1,0,0,6.7,-0.060378710177810685,-0.038330848523210566
5980,tt0042731,La ville indomptée,1,0,0,5.2,0.0,0.0
5981,tt0042735,L'histoire des Miniver,1,0,0,6.5,0.0,0.0
5982,tt0042736,Miquette et sa mère,1,0,0,6.0,0.0,0.0
5983,tt0042737,Les miracles n'ont lieu qu'une fois,1,0,0,6.6,-1.2334111750655504e-19,1.6163564667837378e-19
5984,tt0042742,La bonne combine,1,0,0,7.1,0.07217926184116537,0.065649973645562
5985,tt0042744,Montana,0,0,0,6.2,0.015163182263112819,-0.03478996081043865
5986,tt0042757,Le moineau de la Tamise,1,0,0,7.0,9.43481829499271e-18,-5.341764477047461e-18
5987,tt0042762,Les soeurs Munakata,1,0,0,7.4,0.0,0.0
5988,tt0042765,Moussorsky,1,0,0,6.9,0.0,0.0
5989,tt0042767,Trois gosses sur les bras,1,0,0,6.2,0.0,0.0
5990,tt0042769,My Friend Irma Goes West,1,0,0,6.2,0.0,0.0
5991,tt0042771,Le mystère de la plage perdue,1,0,1,7.2,0.0,0.0
5992,tt0042772,Le sous-marin mystérieux,1,0,0,5.8,0.0,0.0
5993,tt0042779,Voyage à Rio,1,0,0,6.6,0.0,0.0
5994,tt0042780,Naples millionnaire,1,0,0,7.4,0.0,0.0
5995,tt0042781,Sang noir,1,0,0,6.1,0.0,0.0
5996,tt0042782,L'homme du Névada,1,0,0,6.3,0.0,0.0
5997,tt0042783,Je veux vivre,1,0,0,6.4,0.0,0.0
5998,tt0042784,Mon cow-boy adoré,1,0,0,5.7,0.0,0.0
5999,tt0042785,La Chine libérée,1,0,0,5.9,0.0,0.0
6000,tt0042786,La voix que vous allez entendre,1,0,0,6.3,0.0,0.0
6001,tt0042788,Les forbans de la nuit,1,0,1,7.9,0.0,0.0
6002,tt0042790,La flamme qui s'éteint,1,0,0,6.6,0.0,0.0
6003,tt0042792,La porte s'ouvre,1,0,1,7.4,0.0001435219325942991,-0.015412983406602887
6004,tt0042794,Pâques sanglantes,1,0,0,6.8,0.0,0.0
6005,tt0042803,Olivia,1,0,0,7.0,0.0,0.0
6006,tt0042804,Los olvidados,1,0,1,8.3,0.0,0.0
6007,tt0042807,La voleuse,1,0,0,6.2,0.0,0.0
6008,tt0042809,L'impasse maudite,1,0,0,6.8,0.0119479790208976,-0.054951180618285404
6009,tt0042810,La nuit commence à l'aube,1,0,0,7.0,-0.0012249480421747056,0.003971047896480146
6010,tt0042812,Son grand amour,1,0,0,7.0,0.02307919462514219,-0.027487171319567155
6011,tt0042819,Celle de nulle part,1,0,0,6.7,1.895692885454562e-21,-1.2232466661184523e-21
6012,tt0042824,Outrage,0,0,0,6.8,0.0,0.0
6013,tt0042825,Le convoi maudit,1,0,0,6.1,0.006475286009673781,-0.01740441249884958
6014,tt0042826,J'ai grandi en prison,1,0,0,6.8,5.086001305247497e-05,-5.1153225722162556e-05
6015,tt0042829,Chanson païenne,0,0,0,5.8,0.0,0.0
6016,tt0042830,La rue de traverse,1,0,0,6.2,0.0,0.0
6017,tt0042832,Panique dans la rue,1,0,1,7.3,0.0001435219325942991,-0.015412983406602887
6018,tt0042842,Les volets clos,1,0,0,6.5,0.0,0.0
6019,tt0042844,La scandaleuse ingénue,1,0,0,6.1,-4.300856778878842e-06,2.993070936973103e-06
6020,tt0042848,J'ai trois amours,1,0,0,5.8,8.624897446298163e-19,-5.748896639558368e-19
6021,tt0042851,Les trafiquants du Dunbar,1,0,0,7.1,0.0,0.0
6022,tt0042855,Femmes sauvages,0,0,0,2.8,0.0,0.0
6023,tt0042857,Premières armes,1,0,0,6.2,0.0,0.0
6024,tt0042858,Ce sacré bébé,1,0,0,6.6,0.0,0.0
6025,tt0042859,Sa Majesté M. Dupont,1,0,0,6.9,0.0,0.0
6026,tt0042869,Sables mouvants,1,0,0,6.6,-0.001795265997098539,-0.0020796783805934267
6027,tt0042876,Rashomon,1,0,2,8.2,0.0009431389720352012,0.000783450292259986
6028,tt0042877,Le conseil des dieux,1,0,0,6.7,0.0,0.0
6029,tt0042881,L'homme du Missouri,1,0,0,6.4,0.0,0.0
6030,tt0042883,Une rousse obstinée,1,0,0,6.2,9.032770559902101e-20,-6.884317010086199e-20
6031,tt0042893,Jour de chance,1,0,0,6.1,-0.02274130915099785,0.016084660486911748
6032,tt0042895,Rio Grande,1,0,1,7.1,9.99382844023995,-0.026206383423498503
6033,tt0042897,24h chez les Martiens,0,0,0,4.9,-3.7129329571326505e-06,3.798907512708207e-05
6034,tt0042899,La révolte des dieux rouges,1,0,0,6.8,0.015163182263112819,-0.03478996081043865
6035,tt0042901,Le fils de Robin des Bois,1,0,0,5.5,0.0,0.0
6036,tt0042902,Les farfelus,1,0,0,6.4,0.0,0.0
6037,tt0042903,Le roi,1,0,0,5.6,0.0,0.0
6038,tt0042905,Toselli,1,0,0,6.7,0.0,0.0
6039,tt0042906,La ronde,1,0,1,7.6,0.0,0.0
6040,tt0042909,La rose rouge,1,0,0,5.3,0.0,0.0
6041,tt0042911,La rue sans loi,1,0,0,5.0,0.0,0.0
6042,tt0042915,Saddle Tramp,1,0,0,7.0,0.006475286009673781,-0.01740441249884958
6043,tt0042923,...Sans laisser d'adresse,1,0,0,6.5,-0.0018117648770102693,-0.0006099753751569157
6044,tt0042930,Un été prodigieux,1,0,0,5.7,0.0,0.0
6045,tt0042932,La fiancée de la Forêt-Noire,1,0,0,5.2,0.0,0.0
6046,tt0042935,Fureur secrète,1,0,0,6.7,0.0,0.0
6047,tt0042947,Les amants de Capri,1,0,0,6.8,0.0,0.0
6048,tt0042949,Ultimatum,1,0,0,7.0,0.0,0.0
6049,tt0042951,A l'ombre de l'aigle,1,0,0,6.2,0.0,0.0
6050,tt0042952,L'ombre sur le mur,1,0,0,6.7,0.0,0.0
6051,tt0042953,Reportage fatal,1,0,0,7.0,0.0,0.0
6052,tt0042955,La bête blanche,1,0,0,6.7,0.0,0.0
6053,tt0042958,Scandale,1,0,1,7.2,0.0009431389720352012,0.000783450292259986
6054,tt0042960,La rue de la mort,1,0,1,7.1,0.0,0.0
6055,tt0042963,Sierra,1,0,0,6.7,0.0,0.0
6056,tt0042964,Traqué dans la Sierra,1,0,0,6.0,0.0,0.0
6057,tt0042970,Un Shérif à la Page,1,0,0,6.3,0.0,0.0
6058,tt0042971,Marie-Madeleine,1,0,0,7.2,0.0,0.0
6059,tt0042977,Les audacieux,1,0,0,6.7,0.0,0.0
6060,tt0042980,Si Paris l'avait su,1,0,0,7.2,0.0,0.0
6061,tt0042982,Les dépravées,1,0,0,6.3,0.0,0.0
6062,tt0042988,La Seine coule à Paris,1,0,0,7.0,0.0,0.0
6063,tt0042991,Le collier de la panthère,0,0,0,7.0,0.0,0.0
6064,tt0042994,Le Grand Alibi,1,0,1,7.1,1.02247492351903e-18,-6.913748439513875e-19
6065,tt0042995,Les écumeurs des Monts Apaches,1,0,0,6.0,0.0,0.0
6066,tt0042997,"La bataille de Stalingrad, 2ème époque",1,0,0,6.1,0.0,0.0
6067,tt0042998,Stars in My Crown,1,0,0,7.4,0.006475286009673781,-0.01740441249884958
6068,tt0043000,Stella,1,0,0,7.0,5.3321527830177235e-22,-3.1847004589607344e-22
6069,tt0043011,Andalousie,1,0,0,6.0,0.0,0.0
6070,tt0043012,La jolie fermière,1,0,1,7.2,1.5646335745886817e-20,-1.9180662691746914e-20
6071,tt0043013,Les cavaliers du crépuscule,1,0,0,5.6,0.0,0.0
6072,tt0043014,Boulevard du Crépuscule,1,0,2,8.4,-0.003626092353383735,-0.0168518416484017
6073,tt0043017,Coeurs enflammés,1,0,0,6.3,0.0,0.0
6074,tt0043018,Susana la perverse,1,0,0,7.2,0.0,0.0
6075,tt0043019,Cela ne se produirait pas ici,1,0,0,5.0,0.0,0.0
6076,tt0043021,Séraphin,1,0,0,5.8,0.0,0.0
6077,tt0043025,Tarzan et la belle esclave,0,0,0,5.9,0.0,0.0
6078,tt0043030,"No, No, Nanette",1,0,0,6.6,-3.552032726882528e-18,2.03566138581596e-18
6079,tt0043039,Trois des chars d'assaut,1,0,0,6.3,0.0,0.0
6080,tt0043041,Captives à Bornéo,1,0,0,7.3,-8.404022921465272e-17,5.08310544207292e-17
6081,tt0043044,Trois petits mots,1,0,0,7.0,3.4151339832128093e-11,1.707248139743307e-11
6082,tt0043045,Secrets de femmes,1,0,0,6.9,-2.11608421051722e-23,-7.105676226392331e-24
6083,tt0043046,Le petit train du Far West,1,0,0,6.1,0.0,0.0
6084,tt0043048,Vers la joie,1,0,1,7.2,0.0,0.0
6085,tt0043052,Pour plaire à sa belle,1,0,0,6.2,0.03470981110849325,-0.0010103494279031786
6086,tt0043053,Le Chant de la Louisiane,1,0,0,6.2,0.0,0.0
6087,tt0043057,Tototarzan,1,0,0,5.5,0.0,0.0
6088,tt0043059,2 légionnaires au harem,1,0,0,6.5,0.0,0.0
6089,tt0043067,L'ile au trésor,1,0,1,6.9,0.0,0.0
6090,tt0043072,Tripoli,1,0,0,5.8,0.0,0.0
6091,tt0043075,Fureur sur la ville,1,0,0,7.2,0.0,0.0
6092,tt0043079,Les rebelles de Fort Thorn,1,0,0,6.7,6.197610840702521e-07,2.4331257483431177e-06
6093,tt0043081,Les heures tendres,1,0,0,6.9,0.0,0.0
6094,tt0043086,Trente jours à vivre,1,0,0,6.7,-3.41346816566408e-06,-4.174325904503021e-06
6095,tt0043090,"Midi, gare centrale",1,0,0,6.8,-0.003626092353383735,-0.0168518416484017
6096,tt0043108,Dans les coulisses,1,0,0,6.8,0.0,0.0
6097,tt0043115,Quartier interdit,1,0,0,7.5,0.0,0.0
6098,tt0043116,La rue de la gaieté,1,0,0,6.1,0.0,0.0
6099,tt0043117,Le convoi des braves,1,0,1,7.1,0.0,0.0
