,tconst,startYear
205555,tt0050260,1957.0
205567,tt0050263,1957.0
205572,tt0050264,1958.0
205579,tt0050265,1957.0
205585,tt0050266,1957.0
205591,tt0050267,1957.0
205612,tt0050270,1956.0
205618,tt0050271,1956.0
205638,tt0050275,1957.0
205651,tt0050277,1958.0
205671,tt0050280,1957.0
205684,tt0050282,1957.0
205701,tt0050286,1957.0
205707,tt0050287,1957.0
205714,tt0050288,1957.0
205727,tt0050290,1957.0
205733,tt0050291,1957.0
205755,tt0050294,1957.0
205768,tt0050296,1957.0
205781,tt0050298,1958.0
205794,tt0050301,1957.0
205828,tt0050306,1957.0
205835,tt0050307,1957.0
205856,tt0050311,1957.0
205868,tt0050313,1957.0
205884,tt0050316,1957.0
205891,tt0050317,1957.0
205904,tt0050321,1957.0
205911,tt0050322,1957.0
205916,tt0050323,1957.0
205934,tt0050326,1957.0
205940,tt0050327,1957.0
205947,tt0050329,1957.0
205954,tt0050330,1957.0
205980,tt0050336,1957.0
205994,tt0050338,1957.0
206020,tt0050343,1957.0
206034,tt0050346,1958.0
206041,tt0050347,1957.0
206079,tt0050354,1957.0
206093,tt0050356,1957.0
206123,tt0050363,1957.0
206136,tt0050365,1957.0
206143,tt0050367,1957.0
206157,tt0050371,1957.0
206170,tt0050375,1957.0
206190,tt0050379,1957.0
206197,tt0050381,1958.0
206202,tt0050382,1957.0
206208,tt0050383,1957.0
206214,tt0050385,1958.0
206243,tt0050389,1958.0
206250,tt0050390,1957.0
206263,tt0050393,1958.0
206284,tt0050397,1957.0
206297,tt0050399,1957.0
206304,tt0050400,1959.0
206331,tt0050405,1957.0
206337,tt0050406,1958.0
206344,tt0050407,1957.0
206353,tt0050411,1958.0
206358,tt0050412,1957.0
206377,tt0050415,1958.0
206383,tt0050416,1957.0
206390,tt0050417,1957.0
206396,tt0050418,1957.0
206403,tt0050419,1957.0
206432,tt0050423,1957.0
206440,tt0050424,1957.0
206447,tt0050425,1957.0
206468,tt0050429,1957.0
206494,tt0050435,1958.0
206505,tt0050438,1957.0
206511,tt0050439,1957.0
206523,tt0050441,1964.0
206528,tt0050444,1957.0
206561,tt0050451,1957.0
206572,tt0050454,1957.0
206579,tt0050456,1956.0
206593,tt0050458,1957.0
206600,tt0050460,1957.0
206642,tt0050467,1957.0
206649,tt0050468,1957.0
206656,tt0050470,1957.0
206662,tt0050471,1957.0
206695,tt0050478,1957.0
206702,tt0050480,1958.0
206716,tt0050482,1958.0
206723,tt0050483,1957.0
206735,tt0050485,1957.0
206748,tt0050487,1957.0
206771,tt0050490,1957.0
206777,tt0050491,1957.0
206785,tt0050492,1957.0
206799,tt0050494,1957.0
206834,tt0050499,1957.0
206840,tt0050500,1957.0
206860,tt0050504,1957.0
206899,tt0050510,1957.0
206912,tt0050512,1957.0
206917,tt0050514,1957.0
206951,tt0050519,1957.0
206971,tt0050524,1957.0
206983,tt0050526,1957.0
206990,tt0050527,1957.0
207002,tt0050530,1957.0
207014,tt0050532,1958.0
207030,tt0050539,1957.0
207056,tt0050544,1957.0
207068,tt0050546,1957.0
207075,tt0050547,1957.0
207082,tt0050549,1957.0
207091,tt0050552,1957.0
207104,tt0050556,1957.0
207111,tt0050557,1957.0
207118,tt0050558,1957.0
207122,tt0050560,1957.0
207134,tt0050562,1957.0
207148,tt0050564,1957.0
207153,tt0050565,1957.0
207172,tt0050568,1957.0
207178,tt0050569,1957.0
207212,tt0050574,1957.0
207252,tt0050585,1957.0
207279,tt0050589,1956.0
207333,tt0050598,1957.0
207341,tt0050599,1957.0
207382,tt0050606,1957.0
207389,tt0050609,1957.0
207411,tt0050612,1957.0
207418,tt0050613,1957.0
207431,tt0050615,1957.0
207444,tt0050617,1957.0
207464,tt0050622,1957.0
207477,tt0050625,1957.0
207490,tt0050628,1957.0
207497,tt0050629,1957.0
207509,tt0050631,1957.0
207515,tt0050632,1957.0
207521,tt0050633,1958.0
207525,tt0050634,1957.0
207531,tt0050635,1957.0
207545,tt0050637,1957.0
207563,tt0050640,1957.0
207589,tt0050645,1957.0
207595,tt0050646,1957.0
207601,tt0050648,1957.0
207608,tt0050649,1957.0
207628,tt0050652,1957.0
207635,tt0050653,1957.0
207648,tt0050655,1957.0
207655,tt0050656,1957.0
207660,tt0050657,1957.0
207665,tt0050658,1957.0
207670,tt0050659,1957.0
207676,tt0050660,1957.0
207682,tt0050661,1957.0
207718,tt0050668,1957.0
207724,tt0050669,1958.0
207731,tt0050670,1957.0
207757,tt0050674,1957.0
207793,tt0050680,1957.0
207800,tt0050681,1957.0
207832,tt0050686,1957.0
207854,tt0050689,1957.0
207862,tt0050690,1957.0
207874,tt0050692,1957.0
207902,tt0050698,1957.0
207908,tt0050699,1957.0
207927,tt0050704,1957.0
207938,tt0050706,1958.0
207957,tt0050709,1958.0
207964,tt0050710,1957.0
207993,tt0050716,1957.0
207999,tt0050717,1958.0
208011,tt0050719,1957.0
208016,tt0050720,1957.0
208022,tt0050721,1957.0
208037,tt0050723,1957.0
208044,tt0050724,1958.0
208080,tt0050736,1957.0
208086,tt0050737,1957.0
208093,tt0050738,1957.0
208105,tt0050741,1957.0
208130,tt0050745,1957.0
208136,tt0050746,1957.0
208154,tt0050749,1957.0
208184,tt0050753,1958.0
208190,tt0050755,1957.0
208216,tt0050759,1957.0
208229,tt0050762,1957.0
208235,tt0050763,1957.0
208248,tt0050766,1957.0
208266,tt0050771,1957.0
208273,tt0050772,1957.0
208280,tt0050773,1957.0
208306,tt0050777,1957.0
208312,tt0050778,1957.0
208319,tt0050781,1956.0
208325,tt0050782,1957.0
208332,tt0050783,1957.0
208338,tt0050784,1957.0
208375,tt0050795,1957.0
208388,tt0050797,1957.0
208395,tt0050798,1957.0
208401,tt0050799,1957.0
208417,tt0050803,1957.0
208430,tt0050805,1957.0
208444,tt0050808,1957.0
208472,tt0050813,1957.0
208478,tt0050814,1957.0
208484,tt0050815,1957.0
208497,tt0050817,1955.0
208510,tt0050820,1957.0
208526,tt0050822,1957.0
208545,tt0050825,1957.0
208559,tt0050827,1957.0
208612,tt0050835,1957.0
208624,tt0050837,1957.0
208634,tt0050839,1957.0
208641,tt0050840,1957.0
208648,tt0050841,1957.0
208670,tt0050847,1957.0
208692,tt0050850,1957.0
208709,tt0050854,1957.0
208722,tt0050856,1957.0
208728,tt0050858,1957.0
208740,tt0050861,1957.0
208757,tt0050864,1957.0
208787,tt0050870,1957.0
208792,tt0050871,1957.0
208800,tt0050872,1957.0
208807,tt0050873,1957.0
208820,tt0050879,1957.0
208828,tt0050882,1957.0
208878,tt0050890,1957.0
208886,tt0050893,1957.0
208894,tt0050894,1958.0
208901,tt0050895,1957.0
208914,tt0050899,1957.0
208921,tt0050900,1957.0
208934,tt0050902,1957.0
208939,tt0050903,1957.0
208946,tt0050904,1957.0
208952,tt0050905,1957.0
208964,tt0050907,1957.0
208980,tt0050912,1957.0
208987,tt0050913,1957.0
208993,tt0050915,1957.0
209028,tt0050922,1957.0
209035,tt0050923,1958.0
209042,tt0050924,1957.0
209054,tt0050928,1957.0
209060,tt0050929,1957.0
209080,tt0050933,1957.0
209094,tt0050935,1958.0
209109,tt0050939,1957.0
209121,tt0050941,1957.0
209133,tt0050944,1957.0
209152,tt0050947,1957.0
209159,tt0050950,1958.0
209186,tt0050954,1957.0
209221,tt0050960,1957.0
209227,tt0050961,1957.0
209241,tt0050963,1957.0
209248,tt0050964,1957.0
209273,tt0050970,1957.0
209280,tt0050971,1957.0
209286,tt0050972,1957.0
209298,tt0050974,1957.0
209312,tt0050976,1957.0
209352,tt0050982,1957.0
209371,tt0050985,1957.0
209378,tt0050986,1957.0
209384,tt0050987,1957.0
209395,tt0050990,1957.0
209415,tt0050993,1957.0
209432,tt0050997,1957.0
209445,tt0051000,1957.0
209450,tt0051003,1957.0
209485,tt0051009,1957.0
209497,tt0051011,1957.0
209517,tt0051015,1957.0
209530,tt0051017,1957.0
209536,tt0051019,1957.0
209576,tt0051028,1957.0
209583,tt0051029,1956.0
209608,tt0051033,1957.0
209621,tt0051036,1957.0
209653,tt0051043,1958.0
209666,tt0051046,1957.0
209673,tt0051047,1957.0
209688,tt0051049,1958.0
209706,tt0051052,1958.0
209718,tt0051055,1957.0
209731,tt0051057,1957.0
209738,tt0051058,1957.0
209780,tt0051065,1958.0
209787,tt0051066,1957.0
209793,tt0051068,1958.0
209830,tt0051074,1957.0
209838,tt0051076,1956.0
209844,tt0051077,1957.0
209872,tt0051082,1957.0
209878,tt0051083,1957.0
209890,tt0051087,1957.0
209897,tt0051088,1957.0
209904,tt0051090,1957.0
209918,tt0051093,1957.0
209925,tt0051094,1957.0
209932,tt0051095,1957.0
209939,tt0051097,1957.0
209952,tt0051103,1957.0
209977,tt0051109,1957.0
209984,tt0051110,1957.0
209990,tt0051111,1957.0
210007,tt0051114,1957.0
210028,tt0051121,1957.0
210065,tt0051128,1957.0
210091,tt0051132,1957.0
210098,tt0051133,1957.0
210117,tt0051136,1957.0
210148,tt0051141,1957.0
210155,tt0051142,1958.0
210167,tt0051145,1957.0
210180,tt0051147,1957.0
210186,tt0051149,1957.0
210202,tt0051151,1957.0
210221,tt0051154,1958.0
210229,tt0051155,1958.0
210290,tt0051167,1957.0
210304,tt0051169,1957.0
210311,tt0051170,1958.0
210326,tt0051172,1956.0
210366,tt0051179,1957.0
210380,tt0051182,1957.0
210393,tt0051184,1956.0
210415,tt0051188,1957.0
210422,tt0051190,1954.0
210431,tt0051191,1957.0
210444,tt0051193,1957.0
210459,tt0051196,1957.0
210465,tt0051197,1957.0
210475,tt0051198,1957.0
210487,tt0051200,1958.0
210492,tt0051201,1957.0
210499,tt0051202,1957.0
210511,tt0051204,1957.0
210531,tt0051207,1956.0
210544,tt0051209,1957.0
210579,tt0051214,1957.0
210592,tt0051217,1957.0
210605,tt0051219,1956.0
210621,tt0051221,1957.0
210645,tt0051226,1957.0
210691,tt0051235,1957.0
210697,tt0051236,1957.0
210704,tt0051237,1957.0
210733,tt0051244,1957.0
210739,tt0051245,1957.0
210746,tt0051246,1957.0
210751,tt0051333,1958.0
210757,tt0051334,1958.0
210772,tt0051337,1958.0
210795,tt0051342,1958.0
210801,tt0051343,1958.0
210836,tt0051351,1958.0
210842,tt0051352,1958.0
210866,tt0051358,1959.0
210886,tt0051362,1958.0
210893,tt0051363,1958.0
210899,tt0051364,1958.0
210907,tt0051365,1958.0
210916,tt0051367,1958.0
210929,tt0051369,1958.0
210948,tt0051372,1959.0
210963,tt0051376,1958.0
210975,tt0051378,1958.0
210982,tt0051379,1959.0
210989,tt0051380,1958.0
210996,tt0051381,1958.0
211002,tt0051382,1958.0
211008,tt0051383,1958.0
211034,tt0051390,1958.0
211053,tt0051393,1958.0
211059,tt0051394,1958.0
211087,tt0051398,1958.0
211092,tt0051399,1958.0
211098,tt0051400,1957.0
211105,tt0051401,1959.0
211111,tt0051402,1958.0
211125,tt0051404,1958.0
211138,tt0051406,1958.0
211171,tt0051411,1958.0
211176,tt0051412,1958.0
211184,tt0051413,1958.0
211203,tt0051417,1958.0
211210,tt0051418,1958.0
211231,tt0051422,1958.0
211239,tt0051423,1957.0
211268,tt0051429,1958.0
211274,tt0051430,1958.0
211288,tt0051432,1958.0
211294,tt0051433,1958.0
211301,tt0051434,1958.0
211307,tt0051435,1958.0
211313,tt0051436,1958.0
211318,tt0051437,1958.0
211324,tt0051438,1958.0
211347,tt0051441,1959.0
211369,tt0051444,1958.0
211416,tt0051452,1959.0
211423,tt0051453,1958.0
211430,tt0051454,1958.0
211437,tt0051455,1959.0
211445,tt0051456,1958.0
211458,tt0051459,1958.0
211464,tt0051461,1958.0
211480,tt0051463,1959.0
211487,tt0051464,1959.0
211492,tt0051465,1959.0
211498,tt0051466,1958.0
211517,tt0051469,1959.0
211531,tt0051473,1958.0
211557,tt0051477,1958.0
211569,tt0051479,1958.0
211575,tt0051480,1958.0
211582,tt0051481,1959.0
211589,tt0051482,1958.0
211609,tt0051486,1959.0
211630,tt0051489,1958.0
211636,tt0051490,1958.0
211642,tt0051492,1957.0
211654,tt0051496,1958.0
211668,tt0051498,1958.0
211674,tt0051499,1959.0
211687,tt0051501,1958.0
211707,tt0051504,1959.0
211739,tt0051510,1959.0
211774,tt0051515,1958.0
211793,tt0051519,1958.0
211800,tt0051520,1958.0
211813,tt0051522,1958.0
211820,tt0051524,1958.0
211826,tt0051525,1958.0
211845,tt0051530,1958.0
211859,tt0051532,1958.0
211867,tt0051533,1958.0
211873,tt0051534,1958.0
211893,tt0051537,1958.0
211907,tt0051539,1958.0
211949,tt0051549,1957.0
211962,tt0051551,1959.0
211969,tt0051552,1958.0
211975,tt0051554,1958.0
211988,tt0051556,1958.0
211995,tt0051557,1958.0
212027,tt0051565,1958.0
212032,tt0051567,1958.0
212038,tt0051568,1958.0
212051,tt0051570,1958.0
212072,tt0051573,1958.0
212105,tt0051579,1958.0
212118,tt0051581,1958.0
212125,tt0051582,1960.0
212139,tt0051584,1958.0
212154,tt0051587,1959.0
212160,tt0051588,1958.0
212184,tt0051591,1959.0
212218,tt0051597,1957.0
212237,tt0051600,1958.0
212263,tt0051604,1959.0
212270,tt0051605,1958.0
212277,tt0051607,1958.0
212284,tt0051608,1958.0
212297,tt0051612,1958.0
212302,tt0051615,1958.0
212310,tt0051616,1959.0
212316,tt0051618,1958.0
212344,tt0051622,1958.0
212350,tt0051624,1956.0
212364,tt0051628,1958.0
212371,tt0051629,1958.0
212379,tt0051630,1958.0
212384,tt0051631,1958.0
212413,tt0051636,1958.0
212421,tt0051638,1958.0
212436,tt0051640,1958.0
212443,tt0051641,1958.0
212495,tt0051649,1958.0
212507,tt0051652,1958.0
212527,tt0051655,1958.0
212567,tt0051661,1958.0
212573,tt0051662,1958.0
212580,tt0051663,1958.0
212586,tt0051664,1959.0
212592,tt0051665,1959.0
212598,tt0051666,1958.0
212605,tt0051667,1958.0
212632,tt0051673,1959.0
212644,tt0051676,1959.0
212651,tt0051679,1958.0
212659,tt0051681,1958.0
212676,tt0051683,1958.0
212683,tt0051684,1958.0
212697,tt0051686,1958.0
212704,tt0051687,1958.0
212710,tt0051688,1959.0
212724,tt0051690,1958.0
212731,tt0051691,1958.0
212738,tt0051692,1958.0
212751,tt0051694,1958.0
212759,tt0051695,1959.0
212780,tt0051699,1959.0
212786,tt0051702,1958.0
212800,tt0051704,1958.0
212806,tt0051706,1958.0
212819,tt0051708,1958.0
212826,tt0051709,1959.0
212834,tt0051710,1958.0
212847,tt0051712,1958.0
212854,tt0051713,1957.0
212869,tt0051716,1959.0
212893,tt0051720,1958.0
212900,tt0051721,1958.0
212919,tt0051724,1958.0
212933,tt0051727,1958.0
212965,tt0051732,1958.0
212991,tt0051738,1958.0
212999,tt0051739,1958.0
213019,tt0051742,1958.0
213035,tt0051744,1959.0
213041,tt0051745,1958.0
213066,tt0051749,1959.0
213073,tt0051750,1958.0
213086,tt0051752,1958.0
213100,tt0051754,1958.0
213106,tt0051755,1958.0
213126,tt0051758,1958.0
213132,tt0051759,1958.0
213152,tt0051762,1958.0
213172,tt0051767,1958.0
213178,tt0051768,1958.0
213186,tt0051770,1958.0
213204,tt0051773,1958.0
213211,tt0051774,1958.0
213218,tt0051776,1958.0
213244,tt0051780,1958.0
213253,tt0051781,1958.0
213279,tt0051786,1958.0
213301,tt0051790,1958.0
213307,tt0051791,1958.0
213315,tt0051792,1958.0
213361,tt0051801,1958.0
213393,tt0051808,1958.0
213415,tt0051811,1958.0
213443,tt0051816,1958.0
213455,tt0051818,1958.0
213462,tt0051819,1958.0
213494,tt0051827,1958.0
213540,tt0051834,1958.0
213566,tt0051838,1958.0
213573,tt0051839,1958.0
213580,tt0051840,1958.0
213586,tt0051841,1958.0
213593,tt0051842,1958.0
213607,tt0051844,1959.0
213614,tt0051845,1958.0
213619,tt0051846,1958.0
213626,tt0051847,1958.0
213632,tt0051848,1958.0
213638,tt0051849,1958.0
213645,tt0051851,1958.0
213650,tt0051852,1959.0
213684,tt0051858,1958.0
213725,tt0051864,1958.0
213738,tt0051866,1958.0
213768,tt0051871,1958.0
213795,tt0051876,1958.0
213809,tt0051878,1958.0
213816,tt0051879,1959.0
213850,tt0051885,1958.0
213863,tt0051887,1958.0
213879,tt0051890,1958.0
213886,tt0051891,1958.0
213891,tt0051893,1958.0
213916,tt0051897,1958.0
213929,tt0051899,1958.0
213942,tt0051901,1958.0
213978,tt0051907,1958.0
213983,tt0051908,1958.0
213994,tt0051911,1958.0
214007,tt0051913,1958.0
214014,tt0051914,1958.0
214021,tt0051915,1958.0
214062,tt0051924,1958.0
214099,tt0051931,1958.0
214114,tt0051933,1958.0
214135,tt0051937,1959.0
214162,tt0051941,1958.0
214169,tt0051942,1957.0
214184,tt0051946,1958.0
214198,tt0051948,1958.0
214212,tt0051951,1958.0
214231,tt0051955,1958.0
214255,tt0051959,1958.0
214275,tt0051963,1958.0
214282,tt0051964,1958.0
214289,tt0051965,1958.0
214296,tt0051966,1958.0
214310,tt0051969,1958.0
214330,tt0051973,1958.0
214352,tt0051977,1958.0
214359,tt0051978,1958.0
214372,tt0051980,1958.0
214387,tt0051982,1958.0
214394,tt0051983,1959.0
214407,tt0051985,1959.0
214414,tt0051986,1959.0
214430,tt0051989,1958.0
214437,tt0051990,1958.0
214460,tt0051994,1958.0
214473,tt0051998,1958.0
214493,tt0052002,1959.0
214500,tt0052003,1958.0
214516,tt0052005,1958.0
214542,tt0052009,1958.0
214560,tt0052013,1958.0
214568,tt0052016,1958.0
214575,tt0052017,1958.0
214593,tt0052021,1950.0
214601,tt0052022,1959.0
214620,tt0052027,1958.0
214648,tt0052033,1958.0
214655,tt0052034,1957.0
214674,tt0052037,1958.0
214683,tt0052042,1959.0
214695,tt0052045,1958.0
214700,tt0052046,1958.0
214707,tt0052047,1958.0
214724,tt0052050,1958.0
214743,tt0052053,1958.0
214774,tt0052058,1959.0
214782,tt0052059,1958.0
214796,tt0052061,1958.0
214803,tt0052062,1958.0
214809,tt0052063,1958.0
214823,tt0052066,1958.0
214852,tt0052072,1958.0
214859,tt0052073,1958.0
214874,tt0052076,1958.0
214881,tt0052077,1957.0
214890,tt0052078,1959.0
214896,tt0052079,1958.0
214903,tt0052080,1958.0
214915,tt0052083,1958.0
214938,tt0052090,1959.0
214944,tt0052091,1959.0
214949,tt0052093,1958.0
214955,tt0052097,1958.0
214975,tt0052103,1958.0
214989,tt0052105,1959.0
214996,tt0052106,1958.0
215014,tt0052110,1958.0
215027,tt0052112,1958.0
215039,tt0052117,1958.0
215045,tt0052118,1959.0
215058,tt0052121,1958.0
215072,tt0052123,1958.0
215089,tt0052126,1958.0
215095,tt0052127,1959.0
215096,tt0052129,1958.0
215103,tt0052130,1957.0
215110,tt0052131,1958.0
215124,tt0052133,1958.0
215137,tt0052135,1958.0
215143,tt0052136,1959.0
215156,tt0052138,1957.0
215161,tt0052141,1958.0
215167,tt0052144,1958.0
215174,tt0052145,1959.0
215187,tt0052148,1958.0
215194,tt0052150,1958.0
215201,tt0052151,1958.0
215226,tt0052155,1958.0
215253,tt0052159,1961.0
215267,tt0052162,1958.0
215275,tt0052163,1959.0
215282,tt0052164,1958.0
215311,tt0052168,1958.0
215318,tt0052169,1958.0
215394,tt0052182,1958.0
215412,tt0052187,1958.0
215426,tt0052190,1958.0
215433,tt0052191,1958.0
215440,tt0052192,1958.0
215468,tt0052197,1958.0
215475,tt0052198,1958.0
215481,tt0052199,1957.0
215502,tt0052202,1959.0
215515,tt0052207,1958.0
215522,tt0052209,1958.0
215529,tt0052211,1958.0
215563,tt0052216,1958.0
215576,tt0052218,1958.0
215612,tt0052225,1958.0
215640,tt0052229,1958.0
215646,tt0052230,1957.0
215660,tt0052232,1958.0
215667,tt0052233,1958.0
215679,tt0052235,1958.0
215726,tt0052249,1958.0
215804,tt0052264,1957.0
215822,tt0052268,1958.0
215829,tt0052270,1958.0
215836,tt0052271,1958.0
215843,tt0052272,1958.0
215856,tt0052275,1958.0
215863,tt0052276,1958.0
215878,tt0052278,1958.0
215891,tt0052280,1958.0
215897,tt0052281,1959.0
215903,tt0052282,1958.0
215909,tt0052283,1958.0
215933,tt0052287,1958.0
215940,tt0052289,1958.0
215945,tt0052291,1958.0
215973,tt0052295,1959.0
215980,tt0052296,1958.0
215993,tt0052300,1958.0
216006,tt0052302,1958.0
216013,tt0052303,1958.0
216019,tt0052306,1958.0
216026,tt0052307,1958.0
216046,tt0052310,1957.0
216053,tt0052311,1958.0
216059,tt0052312,1958.0
216066,tt0052313,1958.0
216074,tt0052314,1958.0
216081,tt0052315,1958.0
216094,tt0052318,1958.0
216101,tt0052320,1958.0
216116,tt0052322,1958.0
216122,tt0052323,1957.0
216134,tt0052325,1958.0
216140,tt0052326,1958.0
216147,tt0052327,1958.0
216154,tt0052328,1959.0
216182,tt0052334,1958.0
216195,tt0052336,1958.0
216202,tt0052337,1958.0
216209,tt0052339,1958.0
216216,tt0052340,1958.0
216230,tt0052342,1959.0
216272,tt0052349,1958.0
216285,tt0052351,1957.0
216293,tt0052352,1958.0
216307,tt0052354,1959.0
216328,tt0052357,1958.0
216333,tt0052358,1958.0
216366,tt0052363,1958.0
216379,tt0052365,1958.0
216394,tt0052367,1958.0
216423,tt0052372,1959.0
216438,tt0052374,1958.0
216451,tt0052378,1958.0
216467,tt0052382,1958.0
216473,tt0052383,1958.0
216492,tt0052387,1958.0
216511,tt0052391,1958.0
216519,tt0052393,1958.0
216532,tt0052395,1958.0
216539,tt0052396,1958.0
216546,tt0052397,1958.0
216554,tt0052398,1957.0
216567,tt0052400,1958.0
216615,tt0052408,1958.0
216649,tt0052415,1958.0
216677,tt0052419,1958.0
216683,tt0052420,1959.0
216702,tt0052424,1959.0
216719,tt0052427,1958.0
216732,tt0052429,1959.0
216759,tt0052433,1958.0
216777,tt0052436,1958.0
216784,tt0052438,1958.0
216800,tt0052528,1959.0
216830,tt0052533,1959.0
216842,tt0052536,1959.0
216848,tt0052538,1959.0
216855,tt0052540,1959.0
216876,tt0052543,1959.0
216893,tt0052545,1959.0
216906,tt0052547,1959.0
216941,tt0052553,1959.0
216948,tt0052555,1960.0
216955,tt0052556,1958.0
216960,tt0052557,1959.0
216982,tt0052561,1959.0
216988,tt0052563,1959.0
216994,tt0052564,1959.0
217021,tt0052570,1960.0
217027,tt0052571,1959.0
217032,tt0052572,1959.0
217038,tt0052573,1959.0
217044,tt0052574,1959.0
217072,tt0052578,1959.0
217106,tt0052583,1959.0
217121,tt0052587,1959.0
217132,tt0052589,1959.0
217164,tt0052595,1959.0
217188,tt0052600,1959.0
217194,tt0052601,1959.0
217202,tt0052602,1959.0
217209,tt0052604,1959.0
217216,tt0052605,1959.0
217222,tt0052606,1959.0
217229,tt0052607,1960.0
217241,tt0052609,1959.0
217248,tt0052610,1959.0
217269,tt0052614,1960.0
217277,tt0052617,1959.0
217284,tt0052618,1959.0
217289,tt0052619,1959.0
217301,tt0052623,1959.0
217319,tt0052626,1959.0
217326,tt0052627,1959.0
217332,tt0052629,1959.0
217339,tt0052631,1958.0
217354,tt0052633,1959.0
217361,tt0052634,1959.0
217368,tt0052635,1960.0
217388,tt0052638,1959.0
217393,tt0052639,1959.0
217400,tt0052640,1959.0
217417,tt0052644,1959.0
217431,tt0052646,1962.0
217436,tt0052648,1959.0
217463,tt0052654,1959.0
217470,tt0052655,1959.0
217476,tt0052656,1959.0
217494,tt0052661,1960.0
217501,tt0052662,1959.0
217509,tt0052663,1959.0
217535,tt0052667,1959.0
217555,tt0052670,1958.0
217567,tt0052672,1959.0
217573,tt0052673,1959.0
217586,tt0052675,1959.0
217592,tt0052676,1959.0
217611,tt0052679,1960.0
217618,tt0052680,1960.0
217625,tt0052681,1959.0
217632,tt0052683,1959.0
217638,tt0052684,1959.0
217651,tt0052686,1960.0
217657,tt0052687,1959.0
217670,tt0052690,1959.0
217684,tt0052695,1957.0
217691,tt0052696,1959.0
217706,tt0052698,1960.0
217719,tt0052700,1959.0
217740,tt0052703,1960.0
217747,tt0052704,1959.0
217754,tt0052705,1959.0
217761,tt0052706,1959.0
217774,tt0052708,1959.0
217808,tt0052713,1959.0
217823,tt0052716,1959.0
217837,tt0052718,1959.0
217865,tt0052722,1959.0
217879,tt0052724,1959.0
217892,tt0052726,1959.0
217927,tt0052733,1959.0
217944,tt0052735,1959.0
217958,tt0052737,1960.0
217966,tt0052738,1959.0
217988,tt0052741,1959.0
217999,tt0052744,1958.0
218034,tt0052749,1959.0
218053,tt0052753,1958.0
218080,tt0052757,1959.0
218086,tt0052759,1959.0
218117,tt0052765,1959.0
218137,tt0052768,1961.0
218143,tt0052769,1960.0
218150,tt0052771,1959.0
218157,tt0052773,1958.0
218177,tt0052776,1959.0
218192,tt0052778,1959.0
218201,tt0052780,1959.0
218208,tt0052781,1960.0
218214,tt0052782,1959.0
218221,tt0052783,1959.0
218235,tt0052786,1959.0
218248,tt0052789,1958.0
218260,tt0052791,1959.0
218268,tt0052792,1959.0
218280,tt0052794,1959.0
218287,tt0052795,1959.0
218306,tt0052799,1959.0
218313,tt0052801,1959.0
218320,tt0052802,1960.0
218326,tt0052803,1958.0
218332,tt0052804,1958.0
218339,tt0052805,1959.0
218345,tt0052807,1960.0
218358,tt0052809,1959.0
218364,tt0052810,1959.0
218370,tt0052811,1960.0
218378,tt0052812,1958.0
218405,tt0052816,1959.0
218429,tt0052820,1959.0
218436,tt0052821,1960.0
218449,tt0052823,1959.0
218456,tt0052824,1959.0
218475,tt0052828,1959.0
218478,tt0052829,1959.0
218490,tt0052832,1960.0
218511,tt0052836,1959.0
218519,tt0052837,1959.0
218526,tt0052839,1959.0
218533,tt0052840,1959.0
218588,tt0052854,1958.0
218594,tt0052858,1958.0
218608,tt0052860,1959.0
218615,tt0052861,1959.0
218622,tt0052862,1959.0
218636,tt0052864,1959.0
218656,tt0052868,1961.0
218661,tt0052869,1959.0
218686,tt0052876,1959.0
218693,tt0052877,1959.0
218700,tt0052878,1959.0
218757,tt0052888,1958.0
218780,tt0052893,1959.0
218789,tt0052895,1960.0
218795,tt0052896,1959.0
218801,tt0052897,1959.0
218822,tt0052901,1959.0
218829,tt0052902,1959.0
218835,tt0052905,1959.0
218842,tt0052906,1959.0
218855,tt0052908,1959.0
218861,tt0052910,1959.0
218868,tt0052911,1959.0
218875,tt0052912,1959.0
218882,tt0052913,1960.0
218896,tt0052915,1959.0
218904,tt0052918,1959.0
218917,tt0052920,1959.0
218938,tt0052923,1959.0
218940,tt0052924,1959.0
218947,tt0052925,1959.0
218996,tt0052933,1959.0
219002,tt0052934,1959.0
219015,tt0052937,1959.0
219028,tt0052939,1959.0
219040,tt0052941,1959.0
219047,tt0052942,1959.0
219048,tt0052943,1959.0
219069,tt0052946,1959.0
219076,tt0052947,1959.0
219083,tt0052948,1959.0
219097,tt0052950,1959.0
219109,tt0052953,1959.0
219115,tt0052954,1959.0
219133,tt0052957,1959.0
219140,tt0052958,1960.0
219161,tt0052961,1960.0
219175,tt0052964,1959.0
219205,tt0052969,1959.0
219212,tt0052970,1959.0
219217,tt0052971,1959.0
219240,tt0052976,1959.0
219247,tt0052977,1959.0
219260,tt0052979,1959.0
219293,tt0052984,1959.0
219317,tt0052990,1959.0
219324,tt0052992,1959.0
219331,tt0052993,1959.0
219344,tt0052996,1959.0
219350,tt0052997,1960.0
219357,tt0052998,1959.0
219363,tt0052999,1959.0
219383,tt0053002,1959.0
219390,tt0053003,1959.0
219409,tt0053006,1959.0
219456,tt0053013,1960.0
219462,tt0053015,1959.0
219482,tt0053018,1959.0
219489,tt0053019,1959.0
219499,tt0053023,1959.0
219512,tt0053025,1959.0
219545,tt0053031,1959.0
219551,tt0053032,1959.0
219558,tt0053033,1959.0
219584,tt0053039,1959.0
219597,tt0053041,1959.0
