,tconst,startYear
1216700,tt10369866,2020.0
1216796,tt1037033,2008.0
1216812,tt10370380,2020.0
1216819,tt10370386,2016.0
1216942,tt10370932,2019.0
1216949,tt1037116,2007.0
1217009,tt1037154,2009.0
1217016,tt1037156,2008.0
1217029,tt1037163,2009.0
1217079,tt1037222,2013.0
1217093,tt10372260,2019.0
1217095,tt1037227,2009.0
1217103,tt1037228,2008.0
1217116,tt1037230,2009.0
1217141,tt10372626,2020.0
1217162,tt10373728,2021.0
1217181,tt10373800,2019.0
1217191,tt10373830,2020.0
1217365,tt10375106,2020.0
1217572,tt10376488,2019.0
1217592,tt1037705,2010.0
1217703,tt1037811,2007.0
1217794,tt10378728,2019.0
1217817,tt10378798,2019.0
1217834,tt10378926,2020.0
1217955,tt1038043,2009.0
1217964,tt1038045,2009.0
1217986,tt1038072,2008.0
1218038,tt10381014,2020.0
1218090,tt1038119,2007.0
1218100,tt1038140,2007.0
1218193,tt10383918,2020.0
1218215,tt10384246,2020.0
1218291,tt10384744,2019.0
1218309,tt10384908,2019.0
1218319,tt10384944,2020.0
1218353,tt10385206,2016.0
1218408,tt1038685,2010.0
1218415,tt1038686,2010.0
1218516,tt1038904,2007.0
1218539,tt1038913,2008.0
1218544,tt1038914,2007.0
1218552,tt1038915,2007.0
1218574,tt1038919,2010.0
1218618,tt1038988,2007.0
1218870,tt10394600,1999.0
1218884,tt10394738,2020.0
1219092,tt1039651,2009.0
1219101,tt1039652,2007.0
1219124,tt10397306,2020.0
1219130,tt10397348,2019.0
1219150,tt10397752,2020.0
1219166,tt10397854,2019.0
1219280,tt1039891,2008.0
1219288,tt1039892,2007.0
1219351,tt1039914,2008.0
1219446,tt10399626,2014.0
1219448,tt10399674,2020.0
1219486,tt1039980,2006.0
1219531,tt10399918,2014.0
1219547,tt10399952,2014.0
1219606,tt10400112,2011.0
1219626,tt1040019,1987.0
1219669,tt1040036,2008.0
1219869,tt10404944,2020.0
1219900,tt10405288,2016.0
1219991,tt10407272,2019.0
1220116,tt10409498,2019.0
1220124,tt10409554,2019.0
1220156,tt10409590,2019.0
1220182,tt10409744,2015.0
1220308,tt10410604,2019.0
1220382,tt10411954,2018.0
1220427,tt10413374,2019.0
1220542,tt10415020,2021.0
1220557,tt10415092,2019.0
1220686,tt10415798,2019.0
1220693,tt10415856,2019.0
1220697,tt10415914,2019.0
1220702,tt10416008,2019.0
1220730,tt1041699,1914.0
1220736,tt1041700,1913.0
1220761,tt1041732,1914.0
1220824,tt1041763,1913.0
1220911,tt1041804,2010.0
1220929,tt1041829,2009.0
1220957,tt10418456,2019.0
1221008,tt10418662,2020.0
1221035,tt10418846,2020.0
1221134,tt10420532,2020.0
1221212,tt1042273,1932.0
1221411,tt10423718,2019.0
1221484,tt1042424,2008.0
1221526,tt1042497,2008.0
1221533,tt1042499,2008.0
1221545,tt10425088,2010.0
1221724,tt10426796,2020.0
1221741,tt10426916,2020.0
1221866,tt10428252,2019.0
1221961,tt1042877,2008.0
1222026,tt1042916,2009.0
1222034,tt10429264,2019.0
1222133,tt10431500,2019.0
1222309,tt10433568,2004.0
1222320,tt10434142,2020.0
1222366,tt1043442,2007.0
1222374,tt1043443,2007.0
1222380,tt1043446,2007.0
1222401,tt1043460,1951.0
1222415,tt1043486,2007.0
1222423,tt1043490,2009.0
1222483,tt10435440,2000.0
1222486,tt1043553,2007.0
1222497,tt1043562,2007.0
1222498,tt1043565,2008.0
1222518,tt1043570,2007.0
1222553,tt10436214,2013.0
1222571,tt1043635,2008.0
1222580,tt10436406,2002.0
1222598,tt10436798,2020.0
1222609,tt1043695,2008.0
1222667,tt10437232,2021.0
1222675,tt1043726,2014.0
1222697,tt1043748,2008.0
1222772,tt1043800,2010.0
1222901,tt1043838,2008.0
1222920,tt1043842,2007.0
1222982,tt1043852,2009.0
1222997,tt1043855,2007.0
1223020,tt1043860,2008.0
1223042,tt1043869,2008.0
1223084,tt10439924,2019.0
1223101,tt10440994,2001.0
1223136,tt10441628,2003.0
1223172,tt10441958,2020.0
1223196,tt10442108,2019.0
1223238,tt10442492,2019.0
1223303,tt10443162,2019.0
1223335,tt10443634,2017.0
1223376,tt10443844,2019.0
1223394,tt10444096,2019.0
1223429,tt10444992,2019.0
1223452,tt10445170,2020.0
1223474,tt10445866,2019.0
1223498,tt10446722,2019.0
1223516,tt10446930,2019.0
1223585,tt10448528,2020.0
1223597,tt10448542,2019.0
1223655,tt10449052,2020.0
1223754,tt10449452,2019.0
1223814,tt10449636,2005.0
1223815,tt1045002,1987.0
1223917,tt10451852,2020.0
1223932,tt10451914,2021.0
1224039,tt10452246,2019.0
1224148,tt10453434,2016.0
1224162,tt10453472,2018.0
1224284,tt1045655,2008.0
1224291,tt1045658,2012.0
1224312,tt10456672,2019.0
1224313,tt1045670,2008.0
1224334,tt10456740,2020.0
1224366,tt10457128,2020.0
1224487,tt1045772,2009.0
1224496,tt10457740,2019.0
1224499,tt1045778,2009.0
1224648,tt1045857,2006.0
1224699,tt1045898,2006.0
1224747,tt10460800,2019.0
1224837,tt1046163,2008.0
1224846,tt1046171,2011.0
1224855,tt1046173,2009.0
1224861,tt10461740,2020.0
1224875,tt1046183,2007.0
1224884,tt1046193,2007.0
1224921,tt10462154,2022.0
1224967,tt10462646,2018.0
1225128,tt10465668,2021.0
1225396,tt10468636,2019.0
1225451,tt1046926,2006.0
1225455,tt1046930,2007.0
1225474,tt1046947,2008.0
1225519,tt10469612,2019.0
1225553,tt10469804,2020.0
1225565,tt1046997,2008.0
1225576,tt10470064,2019.0
1225577,tt1047007,2007.0
1225579,tt1047011,2012.0
1225587,tt1047102,2009.0
1225709,tt10472884,2019.0
1225733,tt10472942,2019.0
1225735,tt10472960,2019.0
1225739,tt10472980,2019.0
1225807,tt10473258,2019.0
1225825,tt10473358,2018.0
1226015,tt1047540,2012.0
1226054,tt10475866,2019.0
1226174,tt10476644,2021.0
1226299,tt10477558,2019.0
1226406,tt1047832,2008.0
1226683,tt1048171,2008.0
1226706,tt10481792,2019.0
1226719,tt10481868,2019.0
1226880,tt10483386,2021.0
1226910,tt10483728,2020.0
1226925,tt10483816,2019.0
1227005,tt10486170,2019.0
1227028,tt10486934,2019.0
1227045,tt10487722,2019.0
1227053,tt10487736,2019.0
1227204,tt10489382,2019.0
1227226,tt10489608,2020.0
1227235,tt10489756,2019.0
1227246,tt1049055,1920.0
1227284,tt10492618,2019.0
1227328,tt10493120,2011.0
1227381,tt1049402,2010.0
1227436,tt1049413,2009.0
1227551,tt10496076,2019.0
1227611,tt10497662,2019.0
1227628,tt10497910,2017.0
1227639,tt10498022,2020.0
1227722,tt10499260,2019.0
1227922,tt10500544,2019.0
1228023,tt1050160,2008.0
1228084,tt1050211,2007.0
1228101,tt1050242,2004.0
1228132,tt1050258,1972.0
1228157,tt1050272,2006.0
1228192,tt10503496,2013.0
1228217,tt10503934,2019.0
1228370,tt10505148,2019.0
1228392,tt10505316,2021.0
1228447,tt10506096,2019.0
1228610,tt1050755,1963.0
1228706,tt10508838,2020.0
1228779,tt10509940,2010.0
1228795,tt10510280,2021.0
1228857,tt10510736,2019.0
1228861,tt10510748,2018.0
1228876,tt10511382,2020.0
1229114,tt10514222,2020.0
1229159,tt10514432,2020.0
1229331,tt10515926,2020.0
1229338,tt10515944,2018.0
1229363,tt10516086,2019.0
1229527,tt1051825,2006.0
1229579,tt1051861,2006.0
1229644,tt1051904,2015.0
1229650,tt1051905,2007.0
1229656,tt1051906,2020.0
1229678,tt1051915,2006.0
1229822,tt1052036,2006.0
1229845,tt1052040,2008.0
1229967,tt10521476,2021.0
1230040,tt1052344,2008.0
1230047,tt1052346,1980.0
1230072,tt1052353,2008.0
1230086,tt1052379,2007.0
1230116,tt10524624,2019.0
1230161,tt10525120,2019.0
1230308,tt10529644,2020.0
1230373,tt10530176,2020.0
1230616,tt10533078,2019.0
1230659,tt1053336,1976.0
1230666,tt1053337,1973.0
1230689,tt10533570,2019.0
1230734,tt10533828,2019.0
1230773,tt1053424,2010.0
1230847,tt10534996,2020.0
1230908,tt10535422,2019.0
1230947,tt10537660,2021.0
1230968,tt10537978,2019.0
1230982,tt1053810,2011.0
1231024,tt1053826,1992.0
1231038,tt10538348,2019.0
1231053,tt1053836,1978.0
1231080,tt1053857,2009.0
1231090,tt1053859,2009.0
1231133,tt10538822,2020.0
1231269,tt1053941,2007.0
1231292,tt10539608,2020.0
1231376,tt10540242,2020.0
1231482,tt10541126,2020.0
1231501,tt1054115,2008.0
1231521,tt1054119,2008.0
1231528,tt1054122,2009.0
1231627,tt10543680,2020.0
1231647,tt10544272,2005.0
1231669,tt10544518,2019.0
1231738,tt10544910,2017.0
1231773,tt10545076,2019.0
1231823,tt10545470,2019.0
1231841,tt10545484,2019.0
1231856,tt10545704,2021.0
1231880,tt1054580,2009.0
1231898,tt1054588,2008.0
1231945,tt10546058,2020.0
1231955,tt1054606,2009.0
1232060,tt1054674,2008.0
1232078,tt10547442,2020.0
1232182,tt10549312,2020.0
1232231,tt10550884,2019.0
1232248,tt10551082,2017.0
1232390,tt10551904,2020.0
1232419,tt1055292,2010.0
1232446,tt10553210,2020.0
1232527,tt1055369,2009.0
1232569,tt10554232,2020.0
1232633,tt10556022,2020.0
1232666,tt10556220,2018.0
1232714,tt10556354,2019.0
1232805,tt10557524,2020.0
1232837,tt10558568,2019.0
1232976,tt10560784,2019.0
1233072,tt1056205,2007.0
1233082,tt1056220,2007.0
1233092,tt1056231,2008.0
1233160,tt10563658,2020.0
1233210,tt1056416,2008.0
1233251,tt1056432,2008.0
1233267,tt1056434,2008.0
1233283,tt1056437,2008.0
1233343,tt1056467,2008.0
1233382,tt1056478,2007.0
1233429,tt10566928,2020.0
1233568,tt10569862,2005.0
1233854,tt10574688,2017.0
1233890,tt1057500,2009.0
1233987,tt1057607,2009.0
1234010,tt10576540,2019.0
1234018,tt10576542,2019.0
1234091,tt10578206,2019.0
1234105,tt10578332,2019.0
1234157,tt1057879,1999.0
1234202,tt10579092,2019.0
1234254,tt1057986,1991.0
1234272,tt10579912,2019.0
1234284,tt10579944,2019.0
1234290,tt10579952,2021.0
1234405,tt1058017,2009.0
1234420,tt1058026,1961.0
1234502,tt10580770,2019.0
1234630,tt10583170,2019.0
1234800,tt10584804,2019.0
1234803,tt10584810,2019.0
1234827,tt10584866,2019.0
1234830,tt10584880,2019.0
1234832,tt10584898,2019.0
1234835,tt10584902,2019.0
1234843,tt10584908,2019.0
1234857,tt10584942,2019.0
1234861,tt10584952,2019.0
1234865,tt10584960,2019.0
1234868,tt10584978,2019.0
1234870,tt10584984,2019.0
1234906,tt10585078,2019.0
1234907,tt10585082,2019.0
1234908,tt10585086,2019.0
1234933,tt1058526,2007.0
1234972,tt1058555,1962.0
1235005,tt1058575,2006.0
1235041,tt1058601,2008.0
1235097,tt1058739,2006.0
1235121,tt1058743,2008.0
1235130,tt1058746,2007.0
1235176,tt1058781,2008.0
1235202,tt10588622,2018.0
1235280,tt10589914,2019.0
1235331,tt10590168,1959.0
1235346,tt10590338,2019.0
1235382,tt10590506,2020.0
1235464,tt10592082,2019.0
1235513,tt1059263,2009.0
1235541,tt1059286,2006.0
1235583,tt1059308,2000.0
1235649,tt10594792,2020.0
1235803,tt1059773,2008.0
1235831,tt1059786,2008.0
1236015,tt1059887,2011.0
1236038,tt1059914,1969.0
1236055,tt1059925,2009.0
1236072,tt1059930,1975.0
1236096,tt10599470,2020.0
1236106,tt1059955,2007.0
1236133,tt1059966,2005.0
1236166,tt1059980,2008.0
1236177,tt10600398,2020.0
1236279,tt1060234,2008.0
1236297,tt1060243,2008.0
1236303,tt1060244,2008.0
1236324,tt1060253,2007.0
1236339,tt1060255,2008.0
1236346,tt1060256,2008.0
1236412,tt10602774,2019.0
1236421,tt1060277,2008.0
1236463,tt10603466,2019.0
1236484,tt10604106,2019.0
1236642,tt10608632,2019.0
1236791,tt10612572,2019.0
1236812,tt10612922,2020.0
1236882,tt10613578,2019.0
1236895,tt10613688,2019.0
1236947,tt10614094,2019.0
1237004,tt10617150,2019.0
1237044,tt10618286,2020.0
1237143,tt10619650,2019.0
1237176,tt10620492,2016.0
1237192,tt10620868,2020.0
1237213,tt10621032,2019.0
1237243,tt10621180,2019.0
1237349,tt10622790,2019.0
1237432,tt10623524,2019.0
1237465,tt10623810,2019.0
1237582,tt10627352,2020.0
1237613,tt10627548,2020.0
1237618,tt10627584,2020.0
1237670,tt10627868,2020.0
1237860,tt1062965,2007.0
1237899,tt1063056,2008.0
1237974,tt10631818,2006.0
1238010,tt10633456,2020.0
1238103,tt10635042,2021.0
1238267,tt1063669,2008.0
1238327,tt1063693,2007.0
1238455,tt10638582,2020.0
1238674,tt10642834,2020.0
1238823,tt10644690,2019.0
1238951,tt1064775,2006.0
1239022,tt10648378,2014.0
1239024,tt10648440,2019.0
1239032,tt1064853,2006.0
1239036,tt1064861,2008.0
1239091,tt1064895,2007.0
1239100,tt10649016,2020.0
1239118,tt1064926,2008.0
1239141,tt1064931,2007.0
1239149,tt1064932,2008.0
1239158,tt1064936,2007.0
1239165,tt1064942,2008.0
1239184,tt1064951,2008.0
1239192,tt1064953,2008.0
1239208,tt1064960,2010.0
1239223,tt1064964,2008.0
1239230,tt1064972,2009.0
1239247,tt1064976,2008.0
1239253,tt1064977,2008.0
1239265,tt1064980,2008.0
1239331,tt10650732,2015.0
1239338,tt1065073,2014.0
1239423,tt1065106,2007.0
1239555,tt10651688,2002.0
1239618,tt1065300,2008.0
1239677,tt1065318,2008.0
1239720,tt1065332,2008.0
1239769,tt1065444,2008.0
1239849,tt10655602,2019.0
1239935,tt10656188,2019.0
1239998,tt10658198,2019.0
1240008,tt10658248,2019.0
1240047,tt10658928,2020.0
1240113,tt10659766,2020.0
1240125,tt10660156,2019.0
1240146,tt10660366,2019.0
1240200,tt10660954,2020.0
1240231,tt10661180,2020.0
1240245,tt10661314,2019.0
1240286,tt10661710,2021.0
1240338,tt10662118,2019.0
1240352,tt10662234,2020.0
1240416,tt1066287,2007.0
1240424,tt1066296,2006.0
1240431,tt1066299,1954.0
1240444,tt1066311,2007.0
1240466,tt10663414,2019.0
1240710,tt10666438,2018.0
1240712,tt10666454,2019.0
1240875,tt1067062,2011.0
1240978,tt1067106,2009.0
1241213,tt10673846,2019.0
1241324,tt10675724,2020.0
1241332,tt1067583,2011.0
1241359,tt10676012,2021.0
1241371,tt10676042,2020.0
1241437,tt10676932,2019.0
1241449,tt1067718,1977.0
1241458,tt1067733,2008.0
1241497,tt1067774,2011.0
1241532,tt1067920,1999.0
1241559,tt10679766,2019.0
1241593,tt10680412,2019.0
1241646,tt10681070,2019.0
1241789,tt10682266,2020.0
1241845,tt1068242,2011.0
1241962,tt10683298,2019.0
1242104,tt1068632,2008.0
1242129,tt1068641,2008.0
1242146,tt1068646,2008.0
1242163,tt1068649,2008.0
1242184,tt1068651,2010.0
1242188,tt1068652,2008.0
1242213,tt1068658,2008.0
1242253,tt1068672,2008.0
1242259,tt1068674,2008.0
1242266,tt1068676,2008.0
1242274,tt1068678,2009.0
1242289,tt1068680,2008.0
1242305,tt10687070,2021.0
1242324,tt10687158,2019.0
1242421,tt1068773,2000.0
1242487,tt1068851,2006.0
1242513,tt10688788,2017.0
1242543,tt1068951,2007.0
1242567,tt10689606,2021.0
1242574,tt1068961,2011.0
1242595,tt1068970,2001.0
1242648,tt1068997,2007.0
1242689,tt10690676,2017.0
1242742,tt10691314,2020.0
1242794,tt10691682,2019.0
1242825,tt10691828,2020.0
1242908,tt10692234,1985.0
1242936,tt1069238,2008.0
1242962,tt1069246,2010.0
1243271,tt10695638,2019.0
1243294,tt10696018,2020.0
1243353,tt10696896,2021.0
1243487,tt10699238,2018.0
1243498,tt10699362,2019.0
1243573,tt10701458,2020.0
1243630,tt10702148,2020.0
1243685,tt10703752,2019.0
1243698,tt10703826,2019.0
1243813,tt10706602,2019.0
1243998,tt1070874,2020.0
1244024,tt1070887,2009.0
1244066,tt10709232,2019.0
1244073,tt10709404,2019.0
1244156,tt10711648,2019.0
1244179,tt1071202,2008.0
1244185,tt1071203,2008.0
1244216,tt1071215,2008.0
1244258,tt10712576,2019.0
1244323,tt10712928,2021.0
1244361,tt10713340,2020.0
1244489,tt10714856,2020.0
1244511,tt10715194,2019.0
1244569,tt10716326,2019.0
1244631,tt1071804,2009.0
1244678,tt1071815,2006.0
1244716,tt1071875,2011.0
1244889,tt10719958,2021.0
1244937,tt10720690,2020.0
1245070,tt1072438,2009.0
1245094,tt1072459,2001.0
1245132,tt1072600,2007.0
1245164,tt1072612,2007.0
1245177,tt1072620,2007.0
1245187,tt10726604,2019.0
1245195,tt1072667,2006.0
1245198,tt1072669,2007.0
1245233,tt1072684,2007.0
1245257,tt1072693,2007.0
1245317,tt10727214,2020.0
1245325,tt1072748,2018.0
1245347,tt1072754,2010.0
1245389,tt10728764,2020.0
1245458,tt1073098,2006.0
1245478,tt1073105,2009.0
1245500,tt1073118,2007.0
1245557,tt10731386,2020.0
1245623,tt10731748,2020.0
1245767,tt1073223,2001.0
1245790,tt1073241,2008.0
1245904,tt10734078,1919.0
1245963,tt1073498,2008.0
1245979,tt1073508,2006.0
1246015,tt1073531,2007.0
1246020,tt1073535,2008.0
1246038,tt1073549,2006.0
1246084,tt1073624,2008.0
1246125,tt10736580,2020.0
1246171,tt1073670,1972.0
1246180,tt1073671,2008.0
1246372,tt10739102,2017.0
1246384,tt10739160,2021.0
1246479,tt10740928,2020.0
1246544,tt1074191,2008.0
1246585,tt1074214,2009.0
1246603,tt10742176,2019.0
1246605,tt10742222,2019.0
1246749,tt1074638,2012.0
1246822,tt10746730,2008.0
1246831,tt10746876,2020.0
1246914,tt10748590,2019.0
1246944,tt1074932,2007.0
1246953,tt10749364,2020.0
1247015,tt10749760,2019.0
1247031,tt10749786,2019.0
1247052,tt10749820,2022.0
1247055,tt10749896,2019.0
1247094,tt10750020,2020.0
1247191,tt10750608,2019.0
1247271,tt1075110,2009.0
1247278,tt1075111,2008.0
1247287,tt1075113,2009.0
1247294,tt1075114,2008.0
1247306,tt1075115,2009.0
1247312,tt1075116,2008.0
1247398,tt10752070,2019.0
1247516,tt1075417,2009.0
1247523,tt1075419,2009.0
1247547,tt10755608,2021.0
1247575,tt10756134,2019.0
1247617,tt1075644,2008.0
1247625,tt1075648,1971.0
1247678,tt1075747,2010.0
1247691,tt1075749,2009.0
1247787,tt10758090,2019.0
1247846,tt1075836,2007.0
1247951,tt10761128,2019.0
1247987,tt10761838,2009.0
1248041,tt10763618,2019.0
1248055,tt10763668,2020.0
1248058,tt10763684,2020.0
1248148,tt10764458,2019.0
1248188,tt10765852,2019.0
1248203,tt10765954,2019.0
1248223,tt10766468,2021.0
1248277,tt10767168,2019.0
1248517,tt1076847,2007.0
1248609,tt1076993,1994.0
1248678,tt1077083,2008.0
1248742,tt1077097,2008.0
1248906,tt1077252,2008.0
1248919,tt1077258,2007.0
1248929,tt1077262,2009.0
1248964,tt1077274,2007.0
1248995,tt10773026,2018.0
1249074,tt1077346,2007.0
1249102,tt1077368,2012.0
1249335,tt10779084,2019.0
1249430,tt1078188,2007.0
1249483,tt10782842,2007.0
1249486,tt10782876,2020.0
1249511,tt10782946,1983.0
1249532,tt10783128,2019.0
1249541,tt10783168,2019.0
1249623,tt10783592,2019.0
1249710,tt10785310,2019.0
1249725,tt10785618,2019.0
1249772,tt1078588,2009.0
1249807,tt1078600,2008.0
1249856,tt10786770,1977.0
1250028,tt1078885,2009.0
1250100,tt1078912,2009.0
1250134,tt10789216,2021.0
1250162,tt10789322,2019.0
1250184,tt1078940,2009.0
1250340,tt10790520,1998.0
1250456,tt10793604,2020.0
1250464,tt1079360,2012.0
1250485,tt10793640,2019.0
1250489,tt10793644,2019.0
1250499,tt1079372,2009.0
1250555,tt1079450,2007.0
1250702,tt10796286,2020.0
1250723,tt10796470,2018.0
1250754,tt10798072,2020.0
1250840,tt1079968,2009.0
1250888,tt1079980,2008.0
1250939,tt1080016,2009.0
1250946,tt1080019,2010.0
1250954,tt10800286,2019.0
1251164,tt10801398,2019.0
1251198,tt10801582,2019.0
1251239,tt10804300,2019.0
1251330,tt10805618,2019.0
1251355,tt10805862,2019.0
1251365,tt1080589,2001.0
1251374,tt10805918,2019.0
1251383,tt10806028,2020.0
1251465,tt10806810,2019.0
1251544,tt1080785,2006.0
1251558,tt10808294,2019.0
1251631,tt10808832,2020.0
1251672,tt10809420,2018.0
1251689,tt1080946,1914.0
1251695,tt10809470,2018.0
1251697,tt10809520,2018.0
1251698,tt10809544,2014.0
1251699,tt10809590,2013.0
1251700,tt10809632,2009.0
1251701,tt10809688,2018.0
1251702,tt10809704,2016.0
1251703,tt10809726,2016.0
1251704,tt10809744,2011.0
1251707,tt10809910,2002.0
1251708,tt10809930,2004.0
1251726,tt10810116,2019.0
1251896,tt10813752,2006.0
1251903,tt10814118,2019.0
1251918,tt10814272,2006.0
1251919,tt10814494,2019.0
1252018,tt10816054,2018.0
1252026,tt10816064,2018.0
1252044,tt10816218,2022.0
1252075,tt10816484,2020.0
1252166,tt10818104,2019.0
1252220,tt1081929,2008.0
1252250,tt1081935,2009.0
1252269,tt1081942,2008.0
1252388,tt1082009,2009.0
1252403,tt1082022,2007.0
1252469,tt1082051,2008.0
1252493,tt1082064,2008.0
1252514,tt1082074,2004.0
1252529,tt1082082,2005.0
1252564,tt1082133,2007.0
1252592,tt10821480,2015.0
1252714,tt1082577,2010.0
1252746,tt1082599,2008.0
1252755,tt1082601,2009.0
1252908,tt1082807,2016.0
1252983,tt1082822,1975.0
1253023,tt1082829,1930.0
1253086,tt1082853,2008.0
1253114,tt1082868,2008.0
1253158,tt1082886,2008.0
1253191,tt10831086,2020.0
1253278,tt10832328,1914.0
1253377,tt10833466,2017.0
1253431,tt10833688,2017.0
1253442,tt10833860,2019.0
1253455,tt10834046,2019.0
1253488,tt10834518,2020.0
1253497,tt1083452,2015.0
1253505,tt1083456,2009.0
1253531,tt1083470,2008.0
1253579,tt10836662,2019.0
1253800,tt1084019,2007.0
1253896,tt10841216,1977.0
1253930,tt10843306,2019.0
1253999,tt10844026,2019.0
1254017,tt10844816,2019.0
1254180,tt1084676,2007.0
1254230,tt1084697,2008.0
1254332,tt1084733,2008.0
1254401,tt10848188,2015.0
1254433,tt1084950,2008.0
1254507,tt10850214,2019.0
1254532,tt10850516,2015.0
1254571,tt10850658,2019.0
1254574,tt10850882,2013.0
1254615,tt10851276,2019.0
1254646,tt10851618,2020.0
1254694,tt10851836,2019.0
1254732,tt10852016,2019.0
1254812,tt1085362,2007.0
1254823,tt1085382,2009.0
1254840,tt10853988,2020.0
1254872,tt1085445,2006.0
1254933,tt1085469,2007.0
1254958,tt1085491,2007.0
1255015,tt1085514,2005.0
1255030,tt1085519,1978.0
1255047,tt10855380,2019.0
1255076,tt10855798,2020.0
1255116,tt10856238,2011.0
1255121,tt10856344,2019.0
1255174,tt10856726,2019.0
1255242,tt1085779,2009.0
1255262,tt1085799,2007.0
1255290,tt1085810,1980.0
1255398,tt1085862,2007.0
1255492,tt1086064,2020.0
1255583,tt10862868,2021.0
1255615,tt10863176,2011.0
1255650,tt10863486,1992.0
1255664,tt1086355,2007.0
1255734,tt10864024,2019.0
1255766,tt10865154,2017.0
1255772,tt10865432,2020.0
1255774,tt10865462,2019.0
1255776,tt10866100,1977.0
1255780,tt10866414,1980.0
1255884,tt1086772,2014.0
1255892,tt10867768,2019.0
1255999,tt10868508,2020.0
1256029,tt10868678,2016.0
1256094,tt10869774,2019.0
1256108,tt10869780,2019.0
1256116,tt10869862,2019.0
1256218,tt10872982,2019.0
1256461,tt1087461,2011.0
1256476,tt1087474,2008.0
1256514,tt10874896,2019.0
1256547,tt1087524,2010.0
1256565,tt1087527,2008.0
1256596,tt1087562,1979.0
1256610,tt1087578,2008.0
1256780,tt1087651,1984.0
1256863,tt1087829,2008.0
1256872,tt1087832,2007.0
1256897,tt1087841,2008.0
1256905,tt1087842,2007.0
1256927,tt1087851,2008.0
1256940,tt1087853,2008.0
1256959,tt1087858,2007.0
1256968,tt1087860,2007.0
1257080,tt1087896,2008.0
1257115,tt1087906,2008.0
1257142,tt10880084,2020.0
1257166,tt10880402,2020.0
1257335,tt10883004,2019.0
1257354,tt10883124,2019.0
1257437,tt10883302,2021.0
1257453,tt10883362,2019.0
1257473,tt10883506,2019.0
1257567,tt10885700,2019.0
1257590,tt10885994,2019.0
1257601,tt10886166,2020.0
1257609,tt10886246,2019.0
1257643,tt10887164,2019.0
1257664,tt10887342,2019.0
1257680,tt10887424,2019.0
1257688,tt10887468,2019.0
1257695,tt10887516,2018.0
1257732,tt10887902,2020.0
1257749,tt10888514,2019.0
1257755,tt10888554,2019.0
1257773,tt10888606,2013.0
1257781,tt10888624,2018.0
1257811,tt10888684,2019.0
1257825,tt10888708,2020.0
1257844,tt10888824,2021.0
1257896,tt10889044,2019.0
1257980,tt10890888,2019.0
1258070,tt10893170,2021.0
1258209,tt10896398,2021.0
1258249,tt10896634,2021.0
1258433,tt10899680,2019.0
1258445,tt10900060,2018.0
1258812,tt1090365,1998.0
1258954,tt1090642,2008.0
1259020,tt1090671,2008.0
1259027,tt1090674,2009.0
1259050,tt1090680,2008.0
1259110,tt1090782,2007.0
1259431,tt10911894,2019.0
1259433,tt1091191,2013.0
1259654,tt10912926,2019.0
1259844,tt10914452,2020.0
1259894,tt10915060,2020.0
1259903,tt10915106,2019.0
1259927,tt10915286,2019.0
1260059,tt10916120,2020.0
1260129,tt10916380,2019.0
1260159,tt1091666,2009.0
1260172,tt1091670,2008.0
1260201,tt10917134,2020.0
1260203,tt1091722,2009.0
1260379,tt1091805,2007.0
1260458,tt10918410,2019.0
1260550,tt10918928,2019.0
1260578,tt10919074,2019.0
1260640,tt10919380,2020.0
1260647,tt10919392,2017.0
1260654,tt10919418,2019.0
1260749,tt1091989,2008.0
1260759,tt1091992,2008.0
1260898,tt1092020,2008.0
1260904,tt1092021,2008.0
1260925,tt1092026,2011.0
1260977,tt10920376,2019.0
1261027,tt10920574,2019.0
1261069,tt10920786,2017.0
1261079,tt1092082,2008.0
1261358,tt10923334,2021.0
1261457,tt1092411,2007.0
1261553,tt10925166,2020.0
1261623,tt10925838,2019.0
1261752,tt10926650,2014.0
1261888,tt10928090,2018.0
1261957,tt10928672,1925.0
1261965,tt10928892,2007.0
1261986,tt10928964,2007.0
1262036,tt10929798,2019.0
1262089,tt10930132,2019.0
1262165,tt10930912,2019.0
1262188,tt10931114,2013.0
1262307,tt10933090,2013.0
1262326,tt1093352,2008.0
1262346,tt1093357,2011.0
1262385,tt10933680,2020.0
1262397,tt1093369,2008.0
1262441,tt1093382,2007.0
1262621,tt10935560,2022.0
1262760,tt10937238,2009.0
1262761,tt10937324,2012.0
1262762,tt10937354,2013.0
1262767,tt10937434,2020.0
1262802,tt10937670,2020.0
1262823,tt1093812,2007.0
1262826,tt1093814,2007.0
1262843,tt1093824,2007.0
1262873,tt1093837,2007.0
1262874,tt1093842,2007.0
1262958,tt1093908,2009.0
1263048,tt10939980,2019.0
1263075,tt10940334,2019.0
1263169,tt10941528,2020.0
1263241,tt1094201,2006.0
1263252,tt10942070,2018.0
1263348,tt1094257,1955.0
1263350,tt1094262,2007.0
1263400,tt1094271,1965.0
1263422,tt1094275,2007.0
1263433,tt1094278,2007.0
1263465,tt1094286,2007.0
1263533,tt10943680,2009.0
1263589,tt10944486,2020.0
1263680,tt10945172,2019.0
1263691,tt10945316,2020.0
1263805,tt10946200,2014.0
1263807,tt1094621,2007.0
1263825,tt1094627,2007.0
1263832,tt1094629,2007.0
1263843,tt1094635,2007.0
1263851,tt1094643,2007.0
1263913,tt1094668,2009.0
1263995,tt10947970,1916.0
